DISTRITO;PROVINCIA;ZONA;NOMBRE DE LA INSTITUCIÓN;SOSTENIMIENTO;MATRÍCULA EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);PENSIÓN EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);MATRÍCULA EDUCACIÓN INICIAL;PENSIÓN EDUCACIÓN INICIAL;MATRÍCULA EDUCACIÓN BASICA;PENSIÓN EDUCACIÓN BASICA;MATRÍCULA EDUCACIÓN BASICA SUPERIOR;PENSIÓN EDUCACIÓN BASICA SUPERIOR;MATRÍCULA BACHILLERATO;PENSIÓN BACHILLERATO;ESTADO;TELEFONO;SECTOR;DIRECCION;"TERAPIA DE LENGUAJE 
NOMBRE DE CONTACTO";"TERAPIA DE LENGUAJE 
CARGO CONTACTO";"TERAPIA DE LENGUAJE 
EMAIL";"TERAPIA DE LENGUAJE
PROCESO REALIZADO";"TERAPIA DE LENGUAJE
RESPONSABLE";"TERAPIA DE LENGUAJE
FECHA DE CONTACTO";"TL
GENERAL OBSERVACIONES";"TL
FECHA PROXIMO CONTACTO";"PSICOLOGIA
NOMBRE DE CONTACTO";"PSICOLOGIA
CARGO CONTACTO";"PSICOLOGIA
EMAIL";"PSICOLOGIA
PROCESO REALIZADO";"PSICOLOGIA
RESPONSABLE";"PSICOLOGIA
OBSERVACIÓN";"P
GENERAL OBSERVACIONES";"P
FECHA PROXIMO CONTACTO";"VYA
NOMBRE DE CONTACTO";"VYA
CARGO CONTACTO";"VYA
EMAIL";"VYA
PROCESO REALIZADO";"VYA
RESPONSABLE";"VYA
OBSERVACIÓN";"VYA
GENERAL OBSERVACIONES";"VYA
FECHA PROXIMO
 CONTACTO"
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""GRAL. GEORGE SMITH PATTON""";PARTICULAR;;;040;063;43,86;70,16;43,86;70,16;45,98;73,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""JOSE MARIA URBINA""";PARTICULAR;;;022;035;21,79;34,87;21,79;34,87;21,79;34,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""ECUADOR""";PARTICULAR;;;000;000;0;0;34,38;55;34,38;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""BLAS PASCAL""";PARTICULAR;;;000;000;0;0;43,12;68,99;43,12;68,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""GUSTAVO LEMOS RAMIREZ""";PARTICULAR;;;037;060;37,23;59,56;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR "" CARLOS RUBIRA INFANTE""";PARTICULAR;;;033;053;33,28;53,24;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""SANTA ROSA""";PARTICULAR;;;026;042;25,99;41,58;25,99;41,58;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR"" NUESTRA SEÑORA DE MONTEBELLO""";PARTICULAR;;;000;000;37,44;59,91;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""JESUS DE NAZARETH""";PARTICULAR;;;010;017;9,84;17,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""ESPERANZA DE BASTIÓN
 POPULAR""";PARTICULAR;;;000;000;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR "" ADVENTISTA MIGUEL DE CERVANTES""";PARTICULAR;;;037;060;37,41;59,85;37,41;59,85;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""REPUBLICA DEL PERU""";PARTICULAR;;;000;000;17,19;27,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""GUAYASAMIN""";PARTICULAR;;;026;041;27,98;44,77;28,74;45,98;31,76;50,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""PASCUALES""";PARTICULAR;;;019;030;18,71;29,94;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR"" VOLUNTAS DEI""";PARTICULAR;;;019;031;19,11;30,57;19,11;30,57;21,98;35,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""JUAN DIEGO CUAUHTLATOATZIN""";PARTICULAR;;;030;049;,30,40;,45,00;30,4;,45,00;30,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""MUNDIAL""";PARTICULAR;;;052;090;51,86;89,84;56,15;89,84;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""BENEMÉRITA SOCIEDAD FILANTRÓPICA DEL GUAYAS""";PARTICULAR;;;000;000;42,23;67,56;42,23;67,56;46,45;74,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""PADRES SOMASCOS EL CENÁCULO""";PARTICULAR;;;044;070;43,92;70,27;43,92;70,27;43,92;70,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""31 DE OCTUBRE""";PARTICULAR;;;017;027;17,02;27,24;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""JULIO MATOVELLE""";PARTICULAR;;;020;032;20;32;20;32;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR""COMANDANTE JOSÉ INCA ROBLES""";PARTICULAR;;;014;022;15,12;24,2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;ESCUELA DE EDUCACION BASICA OSWALDO GUAYASAMIN;PARTICULAR;;;025;041;25,33;40,52;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR FERNANDO PIZARRO BERMEO;PARTICULAR;;;018;027;20,01;32,02;0;0;20,01;32,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;"Esc. de Educacion Basica "" Martin Lutero""";PARTICULAR;;;013;020;12,63;20,21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR MIXTA #129 ''SEÑOR DE LA
 DIVINA ESPERANZA''";PARTICULAR;;;000;000;15,99;25,59;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;REPUBLICA DE IBERIA;PARTICULAR;;;022;035;9,88;15,8;9,88;15,8;21,93;35,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;¨Matilde Hidalgo de Procel¨;PARTICULAR;;;025;039;9,4;15,05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;ESCUELA DE EDUCACION BASICA PERLA DEL FORTIN;PARTICULAR;;;000;000;12;18,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;Unidad Educativa Francisco García Jiménez;Fiscomisional;;;000;000;9,45;15,12;9,45;15,12;9,45;15,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""REINO UNIDO""";PARTICULAR;;;015;020;18;22;19;24;19;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;ESCUELA PARTICULAR N°1370 LAS CUMBRES;PARTICULAR;;;021;034;21,15;33,84;21,15;33,84;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;ESC PART. ARQUIDIOCESANA DR. LUIS ARZUBE ARZUBE;PARTICULAR;;;023;036;22,59;36,14;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR RONALD REAGAN;PARTICULAR;;;035;056;34,75;55,6;34,75;55,6;34,75;55,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D08;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR CANADÁ;PARTICULAR;;;015;024;14,71;23,53;12,58;20;12,58;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;CEI. PEQUEÑO NIDO;PARTICULAR;;;000;301;0;0;0;0;0;0;SEGUIMIENTO;;;;;;;;KARLA;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;"UNIDAD EDUCATIVA ""VALDIVIA""";PARTICULAR;;;110;155;110;170;122;170;0;0;SEGUIMIENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;SAN GERONIMO;PARTICULAR;;;000;000;19,17;30;19,17;30;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""NUESTRA SEÑORA DE LOURDES";PARTICULAR;;;037;059;36,68;58,7;36,68;58,7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;"ESCUELA DE EDUCACION BASICA ""NUEVOS SENDEROS""";PARTICULAR;;;000;000;23,86;38,17;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;YOUNG LIVING ACADEMY;PARTICULAR;;;10 A 80;1 A 130;10 A 80;1 A 130;0;1 A 130;10 A 80;1 A 130;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA SENDEROS;PARTICULAR;;;068;109;68,21;109,14;68,21;109,14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR NOBEL;PARTICULAR;;;047;075;46,99;75,18;46,99;75,18;52,21;83,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;U.E.B. STEINER INTERNACIONAL;PARTICULAR;;;183;293;225,38;360,6;225,38;360,6;252,25;403,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;UNIDAD EDUCATIVA BINACIONAL PARTICULAR DUALE SCHULE GUAYAQUIL;PARTICULAR;;;000;000;0;0;167,48;267,97;167,48;267,97;CONTACTADO;099 512 1024 -  (4) 285-0260;;"
Campus ESPOL Km 30.5 Vía Perimetral";Alexandra Gomez;;alexandra.gomez@alemanhumboldt.edu.ec;CORREO ENVIADO;SOFIA;10/04/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR BILINGÜE SANTIAGO MAYOR;PARTICULAR;;;154;246;207,25;331,61;207,25;331,61;222,61;356,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR BILINGÜE ""BALANDRA CRUZ DEL SUR""";PARTICULAR;;;286;457;383,37;614,2;383,87;614,2;465,55;744,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;UNIDAD EDUCATIVA POLITÉCNICO;PARTICULAR;;;279;447;279,06;446,5;333,68;533,88;332,82;532,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;LOGOS ACADEMY;PARTICULAR;;;315;505;351,94;563,12;381,17;609,89;399,46;639,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR LICEO LOS ANDES;PARTICULAR;;;265;424;320,09;512,15;388,2;621,12;388,2;621,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D09;GUAYAS;8;UNIDAD EDUCATIVA LA GRAN ESFERA AZUL;PARTICULAR;;;095;152;142,93;228,69;142,93;228,69;142,93;228,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""DEMETRIO AGUILERA MALTA""";PARTICULAR;;;000;000;14,89;23,83;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;"ESCUELA PARTICULAR ""VIRGEN DE NAZARETH""";PARTICULAR;;;000;000;14,75;26,75;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""OCÉANO PACÍFICO""";PARTICULAR;;;023;038;23,3;37,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""SAN GABRIEL DE LA DOLOROSA""";PARTICULAR;;;023;036;30,11;48,18;30,11;48,18;33,87;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR SANTO TOMÁS DE AQUINO;PARTICULAR;;;027;043;33,43;53,48;33,43;53,49;34,59;55,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""SERGIO NUÑEZ SANTAMARIA""";PARTICULAR;;;000;000;15,62;25;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D10;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""LUIS CHIRIBOGA MANRIQUE""";PARTICULAR;;;000;000;38,47;61,55;38,47;61,55;40,94;61,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;ESCUELA PARTICULAR MIXTA CAMPOVERDE;PARTICULAR;;;;;;;;;;;SEGUIMIENTO;0998 068 098;;Av. Río Guayas, Samborondón 092301;Camila Paez;;;ENVIO POR WHATSAPP;SOFIA;02/04/2025;03/04/2025;CITA AGENDADA;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;UNIDAD EDUCATIVA NACIONES UNIDAS;PARTICULAR;;;;;;;;;;;CONTACTADO;046018560 Ext 291 DECE Rector EXT 207;;"Samborondón Km. 1,
detrás del Centro Comercial La Piazza";Psicól. Yulema Santo Domingo;PISCOLOGA;jcrodriguez@cenu.edu.ec , ysantodomingo@cenu.edu.ec;SE REENVIA MAIL CON COPIA A LA PSICOLOGA;SOFIA;09/04/2025;SE ENVIA NUEVO PROGRAMA;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;UNIDAD EDUCATIVA BILINGUE NUEVO MUNDO ;PARTICULAR;;;;;;;;;;;CONTACTADO;(593-4) 2830095 - 2830096;;Calle Celeste Blacio de Rendón #112 y Km. 2.5 Vía Samborondón;Psicól. Joselyn Zambrano ;PSICOLOGA;dece.inicial@nuevomundo.edu.ec asistente.direccion@nuevomundo.edu.ec;SE DEJA MENSAJE A LA SECRETARIA DIRECCIÓN CINDY  EXT. 104;SOFIA;09/04/2025;HACER SEGUIMIENTO;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR SOLER LUX DEI;PARTICULAR;;;231;370;231,45;370,33;231,45;370,33;231,45;370,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;UNIDAD EDUCATIVA BILINGÜE CENTRO EDUCATIVO LA MODERNA;PARTICULAR;;;207;331;223,09;356,95;235,02;376,04;252,89;404,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR BILINGÜE MONTE TABOR NAZARET;PARTICULAR;;;325;520;5 2EGB a 7;520 2 EGB a 7EGB:;403,13;645;sep e4m0b3r,e13;645;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;UNIDAD EDUCATIVA BILINGÜE PARTICULAR ABDON CALDERON;PARTICULAR;;;370;592;370,64;593,02;370,64;593,02;ep em3b8r4e,7y5octub;re 615,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D23;GUAYAS;8;CENTRO DE EDUCACION INICIAL PARTICULAR FROEBEL;PARTICULAR;;;090;110;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;ESCUELA BÀSICA 10 DE MARZO;PARTICULAR;;;015;023;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB MAURICIO SIMMONDS;PARTICULAR;;;020;034;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UE SEMIPRESENCIAL JUAN LEON MERA;PARTICULAR;;;000;000;0;0;17,19;27,5;17,19;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;"EEB ""Los Andes""";PARTICULAR;;;040;065;40,41;64,66;40,41;64,66;44,45;71,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB ISLAS GALAPAGOS;PARTICULAR;;;023;037;23;37;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB ANGEL BARRERA BUSTAMANTE;PARTICULAR;;;034;055;34,4;55,04;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. REPUBLICA DEL PERU;PARTICULAR;;;000;000;13,79;22,06;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. CNEL. LEON DE FEBRES CORDERO OBERTO;PARTICULAR;;;015;024;16,51;26,41;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB DEMETRIO AGUILERA MALTA;PARTICULAR;;;035;055;45,06;72,09;45,06;72,09;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. PADRE JUAN DE VELASCO;PARTICULAR;;;021;034;24,08;38,52;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. CASIODORO DE REINA;PARTICULAR;;;017;027;16,5;26,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. JORGE ENRIQUE ADOUM;PARTICULAR;;;019;030;18,58;29,72;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UE. CIUDAD DE ARIEL;PARTICULAR;;;000;000;20,25;32,4;20,25;32,4;23,62;37,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;PEDRO VICENTE MALDONADO;PARTICULAR;;;000;000;20,8;33,28;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. CLEMENCIA CLARK ARIAS;PARTICULAR;;;020;032;19,86;31,77;19,86;31,77;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB MANUELA SAENZ;PARTICULAR;;;020;032;19,86;31,77;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UE. PABLO PICASSO;PARTICULAR;;;000;000;28;45;28;45;28;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. SANTO TOMAS DE AQUINO;PARTICULAR;;;025;040;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. JOSE ANTONIO CAMPOS MAIGON;PARTICULAR;;;025;040;24,9;39,85;24,9;39,85;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. GENERAL PINTAG;PARTICULAR;;;015;025;15,25;25,05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB PABLO PALACIO;PARTICULAR;;;027;043;29,4;47,05;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. GONZALO ENDARA CROW;PARTICULAR;;;010;016;9,98;15,97;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;CENTRO INICIAL NUESTRA SRA DE LOURDES;PARTICULAR;;;019;031;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;U.E. JUAN ANTONIO FLORES JIJÓN;PARTICULAR;;;000;000;0;0;26,06;41,69;26,06;41,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA HERIBERTO BAIDAL CHAVEZ;PARTICULAR;;;021;034;21,16;33,86;21,16;33,86;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UNIDAD EDUCATIVA DR. MIGUEL ANGEL ZAMBRANO;PARTICULAR;;;000;000;14,77;23,64;14,77;23,64;19,71;31,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;"U.E ""HNO. ADOLFO ARMIJOS JARRIN""";PARTICULAR;;;014;022;13,89;22,22;13,89;22,22;15,28;24,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. CARLOS VARGAS YÁNEZ;PARTICULAR;;;000;000;23,01;36,81;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. GOLFO DE GUAYAQUIL;PARTICULAR;;;034;055;34,26;54,81;34,26;54,81;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB DR. RAFAEL MENDOZA AVILÉS;PARTICULAR;;;021;034;24,08;38,52;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UE. ACADEMIA NAVAL AMAZONAS;PARTICULAR;;;046;073;49,09;78,54;49,09;78,54;56,74;90,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;ESCUELA DE EDUCACION BASICA CIDUAD DE JERUSALEN;PARTICULAR;;;000;000;13,8;20;13,8;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. JOSE MARIA GARCIA;PARTICULAR;;;013;020;12,57;20,12;0;20,12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;U.E.FRAGATA GUAYAS;PARTICULAR;;;000;000;0;0;41;64,66;45;68,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;ESCUELA MARIETA DE VEINTIMILLA;PARTICULAR;;;019;030;20,87;33,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. NELA MARTINEZ ESPINOZA;PARTICULAR;;;020;032;19,83;31,75;19,83;31,75;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UNIDAD EDUCATIVA BENJAMIN BLOOM;PARTICULAR;;;000;000;0;0;13,13;21,01;21,01;33,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB FISCOMISIONAL PADRE JOSE ANTONIO GONZALEZ DE DURANA;PARTICULAR;;;012;020;12,5;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. JOSE DE LAPIERRE;PARTICULAR;;;017;031;17;31;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;CENTRO DE EDUCACIÓN INICIAL SANTA TERESA DE JESÚS;PARTICULAR;;;044;070;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UE. JUAN BOSCO;PARTICULAR;;;026;042;26,2;41,92;26,2;41,92;31,45;50,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB CORINA PARRAL DE VELASCO;PARTICULAR;;;025;041;25,33;40,53;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB AMERICA;PARTICULAR;;;024;039;24,13;24,13;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;ESCUELA DE EDUCACION BASICA CHELCIE;PARTICULAR;;;032;051;37,83;60,53;37,83;60,53;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;U.E. TEODORO KELLY;PARTICULAR;;;050;080;59,28;94,84;59,28;94,84;63,05;100,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB ILINIZAS;PARTICULAR;;;16,69 17,46;26,70 27,94;16,69 17,46;26,70 27,94;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. SEBASTIAN DE BENALCAZAR;PARTICULAR;;;025;040;24,98;39,96;24,98;39,96;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. 27 DE FEBRERO;PARTICULAR;;;020;033;20,34;32,75;20,34;32,75;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB SANTA MARIANITA;PARTICULAR;;;039;062;39,02;62,42;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;U.E. DIEZ DE ENERO;PARTICULAR;;;039;062;46,81;74,89;46,81;74,89;50,32;80,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. JUAN MONTALVO;PARTICULAR;;;000;000;15;23,76;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. GRAL. RUMIÑAHUI;PARTICULAR;;;000;000;20;35;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;EEB. THEO CONSTANTE PARRA;PARTICULAR;;;023;036;24,75;39,6;24,75;39,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;UE. EZRA TAFT BENSON;PARTICULAR;;;034;055;42,57;68,11;42,57;68,11;56,75;90,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D24;GUAYAS;8;U.E. EMAÚS;PARTICULAR;;;000;000;0;0;46,44;74,3;46,44;74,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
